tarih,yil,ay,gun_haftasi,tuketim_mwh,uretim_mwh,dogalgaz_mwh,komur_mwh,hidro_mwh,ruzgar_mwh,gunes_mwh,ptf_ortalama_tl_mwh,ortalama_sicaklik_c
2023-07-23,2023,7,Pazar,739132,761306,175662,242286,138162,66538,55683,1703.39,28.1
2023-07-24,2023,7,Pazartesi,861279,887118,220226,303321,177708,92840,68906,1863.62,25.2
2023-07-25,2023,7,Salı,869333,895413,239558,302495,186016,141209,68367,2262.6,29.5
2023-07-26,2023,7,Çrᗺmba,866169,892154,229384,333226,172338,57053,68512,2348.38,27.9
2023-07-27,2023,7,Perᗾmbe,828593,853451,225556,273162,152161,99990,46140,1878.67,23.5
2023-07-28,2023,7,Cuma,853585,879192,188181,332470,137107,27873,61853,1987.23,31
2023-07-29,2023,7,Cumartesi,771698,794849,207690,261969,137952,67533,47695,1964.91,25.5
2023-07-30,2023,7,Pazar,791001,814731,169531,265751,152874,102265,60927,2008.51,27.1
2023-07-31,2023,7,Pazartesi,900351,927361,210171,290660,129217,59184,63685,2210.25,23.7
2023-08-01,2023,8,Salı,888335,914985,237345,314079,163612,93155,61939,1620.51,28.7
2023-08-02,2023,8,Çrᗺmba,898257,925204,221529,297112,147207,86812,48486,2427.59,29.9
2023-08-03,2023,8,Perᗾmbe,899338,926318,228167,342835,154758,105363,68254,1912.07,27.5
2023-08-04,2023,8,Cuma,859766,885559,182226,289599,163568,92889,47148,2414.46,24.6
2023-08-05,2023,8,Cumartesi,784711,808252,185125,296721,120476,110943,52164,2163.98,24.8
2023-08-06,2023,8,Pazar,796882,820789,217472,265914,149706,60117,48372,1881.43,26.8
2023-08-07,2023,8,Pazartesi,882056,908518,208363,298213,149414,87485,71484,2504.61,26.4
2023-08-08,2023,8,Salı,857292,883010,196163,315989,131135,115020,55608,2059.32,29.6
2023-08-09,2023,8,Çrᗺmba,918955,946523,247388,332601,154946,67828,49679,2094.68,28.7
2023-08-10,2023,8,Perᗾmbe,902720,929802,209015,353932,167869,99416,61054,2233.27,26.2
2023-08-11,2023,8,Cuma,911486,938831,241559,302377,152680,81536,44291,1396.28,22.9
2023-08-12,2023,8,Cumartesi,822294,846963,174593,304686,161802,85443,44507,2122.63,22.9
2023-08-13,2023,8,Pazar,770140,793245,178487,278740,123475,82506,42892,2219.85,27.6
2023-08-14,2023,8,Pazartesi,885969,912548,222367,335427,101507,97301,59606,2156.3,24
2023-08-15,2023,8,Salı,913603,941012,200462,287652,180841,80975,62076,2026.97,21.5
2023-08-16,2023,8,Çrᗺmba,913955,941374,177814,344456,188110,93230,56895,2246.67,25.5
2023-08-17,2023,8,Perᗾmbe,909632,936921,272108,331919,139405,106420,53219,1951.23,23.1
2023-08-18,2023,8,Cuma,915469,942933,213054,300064,114015,84248,62835,1802.09,22.3
2023-08-19,2023,8,Cumartesi,825218,849975,218274,291742,152997,57927,64388,1708.82,28
2023-08-20,2023,8,Pazar,809169,833444,180045,281895,157350,72073,65528,1869.92,24
2023-08-21,2023,8,Pazartesi,946630,975029,207073,303632,164009,78554,66925,1806.36,23.3
2023-08-22,2023,8,Salı,923200,950896,239937,331216,170984,95182,68583,2248.46,23.3
2023-08-23,2023,8,Çrᗺmba,913291,940690,217076,304722,151929,91922,55677,2083.47,19.6
2023-08-24,2023,8,Perᗾmbe,966577,995575,213644,321701,192721,100525,63236,1780.03,24.9
2023-08-25,2023,8,Cuma,916237,943724,212860,321833,119038,81242,60499,1681.01,18.9
2023-08-26,2023,8,Cumartesi,834316,859346,230417,276256,154259,90077,48159,2128.89,24.1
2023-08-27,2023,8,Pazar,860293,886102,209514,303204,149630,56380,74645,1752.31,26.3
2023-08-28,2023,8,Pazartesi,929208,957085,287766,317215,137128,95474,36820,2100.24,25.3
2023-08-29,2023,8,Salı,939277,967455,174638,335928,167441,94436,50758,1998.52,16.6
2023-08-30,2023,8,Çrᗺmba,937930,966068,272994,302514,139917,85083,50957,2115.89,27.5
2023-08-31,2023,8,Perᗾmbe,961290,990129,245570,341305,163032,116531,61836,2080.31,16.5
2023-09-01,2023,9,Cuma,932678,960658,248319,327893,169092,80564,63424,2024.36,19.3
2023-09-02,2023,9,Cumartesi,830206,855113,189872,295114,142502,107216,35232,2372.04,26.9
2023-09-03,2023,9,Pazar,831569,856516,250952,294631,133234,69019,45834,1876.98,23
2023-09-04,2023,9,Pazartesi,955514,984179,254760,293971,164447,104811,52239,2518.57,22.6
2023-09-05,2023,9,Salı,985623,1015191,245150,338665,197847,65849,62533,1872.32,23.6
2023-09-06,2023,9,Çrᗺmba,946472,974866,221063,370934,173870,116476,70690,2164.69,17.5
2023-09-07,2023,9,Perᗾmbe,974526,1003762,254451,364866,203121,74426,59688,2107.23,15.7
2023-09-08,2023,9,Cuma,989771,1019464,228613,362841,147165,90844,35954,2338.97,19.3
2023-09-09,2023,9,Cumartesi,855597,881264,205104,276057,149155,57228,54126,2137.46,21
2023-09-10,2023,9,Pazar,859996,885796,193416,313775,136804,87904,54547,2203.49,23.5
2023-09-11,2023,9,Pazartesi,969691,998782,238537,326692,165660,81867,49647,2320.9,18.9
2023-09-12,2023,9,Salı,982926,1012414,270729,334993,140599,108146,40398,1996.58,16.8
2023-09-13,2023,9,Çrᗺmba,999983,1029982,211997,330205,154440,130314,54820,2543.4,16.8
2023-09-14,2023,9,Perᗾmbe,970529,999644,226583,333924,134805,103901,58901,1942.62,18.4
2023-09-15,2023,9,Cuma,978414,1007766,243361,331429,165085,87158,42338,2039.97,21.5
2023-09-16,2023,9,Cumartesi,896526,923422,216209,333554,130608,83595,47020,2136.09,15.6
2023-09-17,2023,9,Pazar,868781,894844,196973,296800,154240,75804,44769,1834.6,18.7
2023-09-18,2023,9,Pazartesi,979024,1008394,211408,369568,147740,109419,35935,2210.61,21.6
2023-09-19,2023,9,Salı,1006686,1036887,203339,354239,181713,119505,43018,1934.98,22.7
2023-09-20,2023,9,Çrᗺmba,990429,1020142,238622,342547,150376,108696,52604,2037.11,15.2
2023-09-21,2023,9,Perᗾmbe,999603,1029591,217705,349812,142383,116153,50670,1830.43,23.1
2023-09-22,2023,9,Cuma,982521,1011997,211896,347902,137368,127403,55878,1872.21,18.2
2023-09-23,2023,9,Cumartesi,889329,916009,167617,299221,155350,84767,54883,1878.06,19.7
2023-09-24,2023,9,Pazar,896991,923901,188617,305050,104626,102022,31907,1990.48,15
2023-09-25,2023,9,Pazartesi,1026298,1057087,271941,362777,153632,128181,54758,1753.9,17.3
2023-09-26,2023,9,Salı,1020278,1050886,240453,355028,139006,131766,49385,1999.9,24.1
2023-09-27,2023,9,Çrᗺmba,1007882,1038118,262300,327569,132601,107143,59331,1950.63,18.1
2023-09-28,2023,9,Perᗾmbe,986709,1016310,275944,307778,152809,88762,54278,2063.95,16.2
2023-09-29,2023,9,Cuma,1018271,1048819,230834,397957,148348,104626,59318,1637.05,18.5
2023-09-30,2023,9,Cumartesi,925466,953230,203838,315905,135675,91298,34507,1947.56,17.7
2023-10-01,2023,10,Pazar,900258,927266,260758,308651,154925,90875,46688,1869.96,17.1
2023-10-02,2023,10,Pazartesi,1032688,1063668,274963,367176,132585,116123,53754,2637.88,17.7
2023-10-03,2023,10,Salı,1010968,1041297,227074,342725,137456,88187,49023,2221.32,20.6
2023-10-04,2023,10,Çrᗺmba,1013014,1043405,256291,335624,173463,106787,50918,1850.34,14.3
2023-10-05,2023,10,Perᗾmbe,991553,1021299,226505,368756,131667,85715,57278,2160.14,14.1
2023-10-06,2023,10,Cuma,1046586,1077983,261438,380965,154373,119221,53483,1872.4,15.3
2023-10-07,2023,10,Cumartesi,911446,938790,211202,327899,142065,106346,34413,2411.62,11.8
2023-10-08,2023,10,Pazar,905709,932880,149819,314255,130407,119966,34409,1763.61,12.5
2023-10-09,2023,10,Pazartesi,1043694,1075005,220522,362598,184563,82989,62184,2008.88,14.7
2023-10-10,2023,10,Salı,1012467,1042841,204455,353357,140095,82183,45011,2211.96,11.6
2023-10-11,2023,10,Çrᗺmba,1020007,1050607,214375,336633,134392,161144,66809,2201.81,14.7
2023-10-12,2023,10,Perᗾmbe,1051656,1083205,253485,374592,145149,76412,46444,1998.42,18.6
2023-10-13,2023,10,Cuma,1041231,1072468,271827,373982,149452,109392,30282,2511.62,14.8
2023-10-14,2023,10,Cumartesi,910926,938254,237623,307226,154480,86533,57037,2286,14.1
2023-10-15,2023,10,Pazar,920569,948186,179600,289005,161150,98151,29123,2087.07,12.9
2023-10-16,2023,10,Pazartesi,1062452,1094325,219706,363649,164187,96317,43280,1958.07,11.8
2023-10-17,2023,10,Salı,1043473,1074777,225643,368275,152334,98401,23227,1555.16,13.7
2023-10-18,2023,10,Çrᗺmba,1021408,1052050,258898,351094,199140,132477,44222,2188.85,14
2023-10-19,2023,10,Perᗾmbe,1040702,1071923,270254,372369,137143,121526,25415,2103.97,15.3
2023-10-20,2023,10,Cuma,1047202,1078618,215289,376121,181378,113730,33674,2093.01,14.6
2023-10-21,2023,10,Cumartesi,934301,962330,190940,369623,113901,87838,23721,2274.47,13.1
2023-10-22,2023,10,Pazar,948771,977234,253522,325272,124006,85342,47305,2206.04,13.2
2023-10-23,2023,10,Pazartesi,1078943,1111311,281680,375831,166031,135111,54156,2452.83,19.2
2023-10-24,2023,10,Salı,1044051,1075372,219513,324998,163669,102708,53315,1922.35,7.7
2023-10-25,2023,10,Çrᗺmba,1028578,1059435,236017,387860,202194,119885,64572,1535.97,16.6
2023-10-26,2023,10,Perᗾmbe,1043400,1074702,279444,378522,164606,116602,40675,2370.84,11.2
2023-10-27,2023,10,Cuma,1059699,1091490,240839,371819,179856,101228,36833,2198.44,8.7
2023-10-28,2023,10,Cumartesi,958564,987321,240870,367521,160207,70054,35617,2136.2,11.3
2023-10-29,2023,10,Pazar,932179,960144,208259,326684,135067,78962,27319,1699.23,11.4
2023-10-30,2023,10,Pazartesi,1070898,1103025,255020,344202,148662,101763,50484,1950.11,5.9
2023-10-31,2023,10,Salı,1047394,1078815,303950,386891,204328,137880,55297,2211.65,7.7
2023-11-01,2023,11,Çrᗺmba,1063976,1095896,247483,373451,203199,98769,57250,2377.33,8
2023-11-02,2023,11,Perᗾmbe,1052699,1084280,276749,394165,144780,158780,50978,1621.07,10.3
2023-11-03,2023,11,Cuma,1061361,1093202,262975,360598,178785,130743,55117,2181.97,8.8
2023-11-04,2023,11,Cumartesi,918359,945910,205843,316279,185723,101804,34025,2131.76,7.9
2023-11-05,2023,11,Pazar,928281,956129,251669,307692,130822,110157,49319,1393.05,11.5
2023-11-06,2023,11,Pazartesi,1040781,1072004,198892,366883,200296,110220,27105,2120.32,10.5
2023-11-07,2023,11,Salı,1064741,1096683,253650,383133,170490,107838,46129,2457.19,8.8
2023-11-08,2023,11,Çrᗺmba,1043612,1074920,292263,362038,194083,79548,40512,2186.68,13.4
2023-11-09,2023,11,Perᗾmbe,1040174,1071379,276536,376275,165301,115234,38945,2377.96,11.9
2023-11-10,2023,11,Cuma,1045934,1077312,282495,368963,228760,79617,60529,1882.98,8.4
2023-11-11,2023,11,Cumartesi,953274,981872,215706,345999,126546,104597,36299,1991.81,6.1
2023-11-12,2023,11,Pazar,943031,971322,205700,313624,178614,102376,44330,2129,11.4
2023-11-13,2023,11,Pazartesi,1046462,1077855,231695,359250,182990,109801,24485,1985.26,11.1
2023-11-14,2023,11,Salı,1096017,1128898,283305,404175,202218,109810,44555,2250.33,4.1
2023-11-15,2023,11,Çrᗺmba,1053601,1085209,224762,347927,194956,123931,22187,1704.25,6.9
2023-11-16,2023,11,Perᗾmbe,1062182,1094047,193277,382278,198550,83903,25152,2140.35,5.8
2023-11-17,2023,11,Cuma,1053249,1084847,236721,350949,168878,112567,31385,2032.17,5.3
2023-11-18,2023,11,Cumartesi,975765,1005038,290627,357359,184759,52536,45261,2149.26,4.8
2023-11-19,2023,11,Pazar,973188,1002383,266406,376355,138419,99745,22418,1954.06,5.1
2023-11-20,2023,11,Pazartesi,1093902,1126719,300183,406290,216045,140039,45544,1927.81,9.9
2023-11-21,2023,11,Salı,1059468,1091252,287349,376317,163410,132331,26926,2069.96,9.1
2023-11-22,2023,11,Çrᗺmba,1086031,1118612,260741,418479,232836,97380,24252,2174.37,6.4
2023-11-23,2023,11,Perᗾmbe,1077183,1109498,258718,366555,223488,117057,23380,2161.29,5.1
2023-11-24,2023,11,Cuma,1048967,1080436,268384,404023,199589,61362,39749,2379.66,6.2
2023-11-25,2023,11,Cumartesi,932625,960603,215238,327707,162056,66813,22978,1875.32,5
2023-11-26,2023,11,Pazar,948485,976939,180220,296559,158782,87447,14998,2617.57,6.9
2023-11-27,2023,11,Pazartesi,1063976,1095895,269608,369747,192391,138739,20897,2154.46,7.2
2023-11-28,2023,11,Salı,1074825,1107070,233973,414634,183410,116430,29885,2180.61,3.5
2023-11-29,2023,11,Çrᗺmba,1040850,1072075,240877,371790,181408,90246,32910,2101.75,3.4
2023-11-30,2023,11,Perᗾmbe,1075869,1108145,252235,385381,213771,131807,40706,2018.76,6.2
2023-12-01,2023,12,Cuma,1042238,1073505,258334,411766,189195,77017,61659,1577.14,5.1
2023-12-02,2023,12,Cumartesi,940012,968213,230390,328337,175385,123066,38598,1862.91,4.5
2023-12-03,2023,12,Pazar,946732,975134,239161,320011,173034,106376,39775,2357.36,1.9
2023-12-04,2023,12,Pazartesi,1064058,1095980,196153,336985,204494,141578,38818,2133.17,8.3
2023-12-05,2023,12,Salı,1065136,1097090,240314,388522,201214,109678,43717,2286.73,0.8
2023-12-06,2023,12,Çrᗺmba,1063556,1095463,256740,399591,159388,98072,48038,2116.59,3.8
2023-12-07,2023,12,Perᗾmbe,1058136,1089880,252801,382260,208241,71039,20016,2220.55,9.2
2023-12-08,2023,12,Cuma,1042174,1073439,231758,374374,215006,87470,11051,2258.39,0.2
2023-12-09,2023,12,Cumartesi,936213,964300,242976,308841,170739,94312,21765,2358.16,4.7
2023-12-10,2023,12,Pazar,930044,957946,235542,331569,172609,107550,18010,2370.56,6.9
2023-12-11,2023,12,Pazartesi,1035624,1066693,245875,334740,186745,83909,27958,2204.6,6
2023-12-12,2023,12,Salı,1040785,1072009,216581,365621,218426,149505,44446,2534.3,7.9
2023-12-13,2023,12,Çrᗺmba,1028425,1059278,258907,384774,193228,94522,11830,2257.46,1.7
2023-12-14,2023,12,Perᗾmbe,1033337,1064337,217446,344428,201205,113848,10490,2166.42,5
2023-12-15,2023,12,Cuma,1029783,1060676,249402,349899,200720,77309,19554,1758.66,1.2
2023-12-16,2023,12,Cumartesi,952361,980932,187389,338181,130961,119306,49300,1521.42,4.8
2023-12-17,2023,12,Pazar,949687,978178,207418,342552,189989,121940,20586,2591.79,5.3
2023-12-18,2023,12,Pazartesi,1062469,1094343,273964,405776,195170,112564,47687,1910.5,3.5
2023-12-19,2023,12,Salı,1045281,1076639,299587,372192,161651,104320,22289,1765.33,5.9
2023-12-20,2023,12,Çrᗺmba,1079409,1111792,261831,384786,231204,72241,44719,1522.58,5.4
2023-12-21,2023,12,Perᗾmbe,1053880,1085497,208676,368003,236768,95796,13504,1842.14,1.8
2023-12-22,2023,12,Cuma,1072858,1105043,331918,351297,214289,149934,38945,1868.42,1.8
2023-12-23,2023,12,Cumartesi,950196,978702,203537,355608,177753,62484,18609,1904.06,5.9
2023-12-24,2023,12,Pazar,899843,926838,269803,281736,197723,99290,32029,2281.79,-3.3
2023-12-25,2023,12,Pazartesi,1020412,1051024,220909,347476,238530,77740,28311,2061.14,2.8
2023-12-26,2023,12,Salı,1052685,1084265,315161,344845,223985,101878,10002,2084.68,5.9
2023-12-27,2023,12,Çrᗺmba,999707,1029699,198994,387902,227982,73879,33709,2107.69,2.7
2023-12-28,2023,12,Perᗾmbe,1059122,1090896,221372,373352,227996,93760,32052,1981.88,7.9
2023-12-29,2023,12,Cuma,1012782,1043165,259333,344713,214338,102339,34481,2179.8,1.1
2023-12-30,2023,12,Cumartesi,977869,1007205,238464,331303,204883,101039,40348,2182.85,5.8
2023-12-31,2023,12,Pazar,936508,964603,159264,348987,202524,89196,46466,2087.65,6.5
2024-01-01,2024,1,Pazartesi,1033139,1064133,222548,343671,250018,86480,41024,2340.7,6.4
2024-01-02,2024,1,Salı,1058285,1090034,208847,378913,220650,170285,21417,2003.83,6
2024-01-03,2024,1,Çrᗺmba,1003400,1033502,175284,383938,194028,106040,25305,2387.25,0.4
2024-01-04,2024,1,Perᗾmbe,1027829,1058664,268617,342454,241595,104149,21005,2264.45,-0.2
2024-01-05,2024,1,Cuma,1042145,1073409,256215,362200,207763,103655,45501,2273.37,-2
2024-01-06,2024,1,Cumartesi,901941,928999,157970,317945,188487,144682,41373,2337.65,-0.6
2024-01-07,2024,1,Pazar,912181,939547,236293,338538,215471,82703,42542,2347.67,3.9
2024-01-08,2024,1,Pazartesi,1008553,1038809,231436,385366,236743,144445,40154,2167.29,2.3
2024-01-09,2024,1,Salı,996192,1026077,217579,317130,237359,112391,23061,1694.06,5.9
2024-01-10,2024,1,Çrᗺmba,1030553,1061470,202175,355462,239315,77649,28221,1996.78,7.7
2024-01-11,2024,1,Perᗾmbe,988994,1018664,218165,311664,238850,95326,20105,2442.56,-2.3
2024-01-12,2024,1,Cuma,1010022,1040323,261087,357878,233373,99896,32532,2345.85,3
2024-01-13,2024,1,Cumartesi,937723,965855,208632,294389,213015,116910,33001,2093.82,-0.6
2024-01-14,2024,1,Pazar,925813,953588,276661,324240,220042,110868,30566,2521.17,3.3
2024-01-15,2024,1,Pazartesi,1020990,1051620,239448,368893,202353,102297,40102,2268.78,-0.2
2024-01-16,2024,1,Salı,995839,1025714,217157,368694,226069,104963,12599,2158.34,2.8
2024-01-17,2024,1,Çrᗺmba,1001360,1031400,257059,379978,236494,131242,30361,2310.93,2
2024-01-18,2024,1,Perᗾmbe,983389,1012891,243556,374377,224862,85422,25070,2137.21,7.2
2024-01-19,2024,1,Cuma,979614,1009003,216056,322824,209754,113536,38463,2188.19,-1
2024-01-20,2024,1,Cumartesi,883168,909663,199578,328298,164759,84264,23162,2010.56,8.3
2024-01-21,2024,1,Pazar,902002,929062,235999,330817,253567,90013,37467,1951.54,2.8
2024-01-22,2024,1,Pazartesi,965285,994244,192155,349842,209292,86769,38408,1794.03,0.6
2024-01-23,2024,1,Salı,982425,1011898,226429,403003,263947,86859,45739,2358.56,6
2024-01-24,2024,1,Çrᗺmba,969698,998789,228949,323291,269099,80946,44500,2428.38,0.9
2024-01-25,2024,1,Perᗾmbe,975238,1004495,219090,319524,240788,85137,48972,2276.39,3.7
2024-01-26,2024,1,Cuma,977655,1006984,226739,330102,213432,134551,50719,2209.14,3.8
2024-01-27,2024,1,Cumartesi,848856,874322,186118,292809,208280,98647,37780,1954.79,7.2
2024-01-28,2024,1,Pazar,886529,913125,230361,329686,217302,84594,50080,2172.39,6.2
2024-01-29,2024,1,Pazartesi,979417,1008799,254570,357068,273846,95358,44688,1812.32,4.3
2024-01-30,2024,1,Salı,958400,987152,224063,343686,203094,126306,38258,2105.24,0
2024-01-31,2024,1,Çrᗺmba,954736,983378,222857,351813,256678,93954,27340,2259.05,0.5
2024-02-01,2024,2,Perᗾmbe,948549,977005,251624,372972,221139,89127,41871,1896.2,2.4
2024-02-02,2024,2,Cuma,962694,991575,237140,293140,242093,104544,37889,1913.53,4.5
2024-02-03,2024,2,Cumartesi,866379,892370,171478,296200,207427,77551,43101,2282.69,7.4
2024-02-04,2024,2,Pazar,866976,892985,204970,314173,221810,68803,50493,2138.67,5.3
2024-02-05,2024,2,Pazartesi,938295,966443,196542,346196,226702,63846,39588,2352.19,7.5
2024-02-06,2024,2,Salı,924771,952514,179123,324291,220641,101384,35571,2506.3,0.4
2024-02-07,2024,2,Çrᗺmba,935734,963806,226041,369264,267130,111883,34000,2365.85,9.7
2024-02-08,2024,2,Perᗾmbe,961685,990536,236284,362613,235621,67254,31659,2181.22,6.5
2024-02-09,2024,2,Cuma,953801,982415,225807,328176,207049,82173,39550,2334.82,2.9
2024-02-10,2024,2,Cumartesi,855221,880878,218668,297269,218965,61540,30741,2646.61,5.7
2024-02-11,2024,2,Pazar,825475,850240,186447,304577,193904,77405,39299,1991.76,6.2
2024-02-12,2024,2,Pazartesi,917192,944708,231424,316505,255501,128110,20082,2588.85,4.8
2024-02-13,2024,2,Salı,971525,1000671,221482,323414,246020,95942,39463,2090.02,5.2
2024-02-14,2024,2,Çrᗺmba,918654,946213,210381,304249,258717,94154,46780,2066.75,10.7
2024-02-15,2024,2,Perᗾmbe,941410,969652,237522,352274,226689,91257,48916,1888.47,6.5
2024-02-16,2024,2,Cuma,953159,981754,242416,304350,214515,57866,43322,2132.81,6.6
2024-02-17,2024,2,Cumartesi,825991,850771,192204,296211,247539,114333,8800,2233.85,8.7
2024-02-18,2024,2,Pazar,821006,845636,181890,256169,218342,73508,29319,2975.95,4.8
2024-02-19,2024,2,Pazartesi,959722,988514,196302,302704,228841,65845,53385,2193.16,5.4
2024-02-20,2024,2,Salı,923810,951524,227458,349593,234877,130098,39079,2219.39,6.2
2024-02-21,2024,2,Çrᗺmba,902592,929670,225236,303749,245679,54282,33378,2039.03,7.3
2024-02-22,2024,2,Perᗾmbe,948460,976914,220286,317761,225412,103323,38739,2415.81,6.1
2024-02-23,2024,2,Cuma,929912,957809,226592,267738,195125,122267,33943,1891.81,8.8
2024-02-24,2024,2,Cumartesi,834793,859837,263317,306040,213080,92954,50423,2111.17,4.6
2024-02-25,2024,2,Pazar,812562,836938,209747,275431,219684,79832,41651,1699.58,5.7
2024-02-26,2024,2,Pazartesi,894547,921383,194209,311171,282507,91652,50628,1628.39,7.7
2024-02-27,2024,2,Salı,932743,960726,223261,323121,244649,128400,44717,2426.66,7.1
2024-02-28,2024,2,Çrᗺmba,903013,930103,217541,297166,275415,88178,53935,2564.22,4.9
2024-02-29,2024,2,Perᗾmbe,931285,959223,218250,328147,253835,108108,60600,2357.29,7.3
2024-03-01,2024,3,Cuma,908126,935369,215310,300853,269030,92576,22653,2235.64,3.9
2024-03-02,2024,3,Cumartesi,813434,837837,213800,295623,237980,93335,27182,2122.88,8
2024-03-03,2024,3,Pazar,785417,808979,165255,235169,224342,90252,34974,1966.52,10.6
2024-03-04,2024,3,Pazartesi,880282,906690,201744,313155,218536,104288,50240,1863.09,8.6
2024-03-05,2024,3,Salı,870438,896551,208458,322241,252359,90580,37881,2228.36,7.1
2024-03-06,2024,3,Çrᗺmba,881926,908384,176284,307887,238336,69727,32797,2217.93,11.2
2024-03-07,2024,3,Perᗾmbe,915769,943242,224316,309706,257113,122839,43120,2241.48,9
2024-03-08,2024,3,Cuma,902176,929241,192015,312448,241118,109110,40300,2197.9,5.1
2024-03-09,2024,3,Cumartesi,785577,809144,191574,273650,191182,82223,49969,2220.34,8.2
2024-03-10,2024,3,Pazar,786013,809593,225132,270401,228501,83902,44345,2117.52,10.7
2024-03-11,2024,3,Pazartesi,876696,902997,239348,296683,252924,109875,43955,1846.09,6.9
2024-03-12,2024,3,Salı,905326,932486,171380,310329,221008,75836,26470,2530.16,12.1
2024-03-13,2024,3,Çrᗺmba,864353,890284,219654,280093,233402,68435,47241,2161.84,7.2
2024-03-14,2024,3,Perᗾmbe,876136,902420,204963,294361,241381,103483,64422,2151.25,10.4
2024-03-15,2024,3,Cuma,860366,886177,201534,292057,233036,97684,38756,2482.93,10.5
2024-03-16,2024,3,Cumartesi,756057,778739,187979,263926,199538,80697,41728,1745.49,9.5
2024-03-17,2024,3,Pazar,742220,764486,202389,265884,194672,102152,35790,2086.2,9.5
2024-03-18,2024,3,Pazartesi,879428,905811,188151,315959,259947,126657,44212,1831.87,8.7
2024-03-19,2024,3,Salı,885464,912028,220530,297336,223136,91972,59182,2015.07,9.2
2024-03-20,2024,3,Çrᗺmba,834506,859541,213690,279615,205062,61567,31635,2252.4,9.4
2024-03-21,2024,3,Perᗾmbe,835464,860528,149355,333218,200834,110273,41128,1355.29,10.9
2024-03-22,2024,3,Cuma,847986,873426,216870,354934,228157,82064,40446,2166.13,11.3
2024-03-23,2024,3,Cumartesi,719551,741138,143822,252684,183161,69469,36739,2209.62,16.2
2024-03-24,2024,3,Pazar,769196,792272,164239,268251,207047,67274,43589,1958.87,13.3
2024-03-25,2024,3,Pazartesi,872399,898571,173480,300557,182395,68924,56881,1929.48,13.3
2024-03-26,2024,3,Salı,850183,875688,201378,346750,236398,100769,50034,2388.62,13.5
2024-03-27,2024,3,Çrᗺmba,847075,872487,229576,304977,233840,100273,55312,2240.89,11.3
2024-03-28,2024,3,Perᗾmbe,845726,871098,208162,289213,232968,96042,47057,1902.14,14.1
2024-03-29,2024,3,Cuma,831765,856718,159473,285804,209066,72973,51382,2537.21,19.1
2024-03-30,2024,3,Cumartesi,721358,742999,133017,249210,207319,55482,36038,2458.76,13.6
2024-03-31,2024,3,Pazar,741704,763955,159793,275693,215380,57265,30128,2017.56,13.1
2024-04-01,2024,4,Pazartesi,833596,858604,191828,281016,251618,62590,45229,1813.64,12.6
2024-04-02,2024,4,Salı,833819,858834,177691,304314,233831,85623,37436,2394.19,11.2
2024-04-03,2024,4,Çrᗺmba,847869,873305,206393,293335,238345,116384,49961,2403.67,14.7
2024-04-04,2024,4,Perᗾmbe,861112,886945,214566,303491,237778,71950,51669,2264.03,15.2
2024-04-05,2024,4,Cuma,809657,833947,201044,260481,209500,111202,26933,2493.84,17.8
2024-04-06,2024,4,Cumartesi,724271,745999,171918,256569,184613,89150,48358,1631.2,18.3
2024-04-07,2024,4,Pazar,717552,739078,155805,248922,162644,58430,34786,2433.05,13.1
2024-04-08,2024,4,Pazartesi,856929,882637,184572,306068,232643,83888,53385,2180.32,14.3
2024-04-09,2024,4,Salı,820461,845075,199507,247330,235122,102370,31438,2148.82,16.9
2024-04-10,2024,4,Çrᗺmba,814480,838914,186544,313614,245238,80936,55855,2171.6,16.1
2024-04-11,2024,4,Perᗾmbe,853637,879246,179765,302567,254303,53101,46061,2077.7,15.7
2024-04-12,2024,4,Cuma,809360,833641,208157,251974,208866,63609,49988,1527.72,15.2
2024-04-13,2024,4,Cumartesi,743213,765509,141455,247400,190346,89190,42590,2552.02,16.3
2024-04-14,2024,4,Pazar,718127,739671,155163,248235,206968,51247,48208,2023.72,19.5
2024-04-15,2024,4,Pazartesi,820744,845366,210396,272699,196022,120680,56756,2358.98,16.6
2024-04-16,2024,4,Salı,815045,839497,212192,279900,228570,66802,54841,1923.56,17.1
2024-04-17,2024,4,Çrᗺmba,820162,844767,214406,278119,234763,69458,42359,1850.41,15.4
2024-04-18,2024,4,Perᗾmbe,821824,846478,217643,296139,229739,90826,39836,2026.38,17.4
2024-04-19,2024,4,Cuma,837915,863052,193548,284866,210548,64484,36489,2398.68,17.9
2024-04-20,2024,4,Cumartesi,720118,741721,184475,238150,195528,84555,41914,1944.39,19.4
2024-04-21,2024,4,Pazar,700909,721936,187632,253213,157791,49549,53746,1766.36,16
2024-04-22,2024,4,Pazartesi,813065,837457,141564,297127,211114,82919,50732,1872.98,19.4
2024-04-23,2024,4,Salı,804008,828128,189384,271360,208487,77706,40034,2342.24,15.1
2024-04-24,2024,4,Çrᗺmba,791246,814984,211482,278824,224963,81917,52650,2208.39,15.2
2024-04-25,2024,4,Perᗾmbe,834067,859089,170564,311635,245769,79458,49316,2151.06,23.4
2024-04-26,2024,4,Cuma,835441,860504,193360,273000,222556,85758,48287,2393.07,20.6
2024-04-27,2024,4,Cumartesi,698063,719005,156169,244143,166144,67049,40993,2366.46,16
2024-04-28,2024,4,Pazar,700675,721696,163436,253674,208892,61818,46581,2479.34,17.5
2024-04-29,2024,4,Pazartesi,803874,827990,187756,291973,239099,67085,56989,2746.06,16.2
2024-04-30,2024,4,Salı,803761,827874,159621,271066,225271,104898,48039,1384.65,17.9
